Import_Type;IOP_ID;MBLID;Manager;Client_name;Organization_Type;Investment_Pool;Country;Existing_Client_(Is_this_a_cross_sale?);Decision_date;Fee_re_negotiation_with_existing_client;Strategy_name_or_mutual_fund_ticker;Asset_class;Product;Benchmark;Size_of_mandate_(in_millions_USD);Vehicle;Consultant_used_by_investor;Name_of_lead_consultant_used_by_investor;Delegated/fiduciary_account;Negotiated_Fee_Max_Break_point_#1;Negotiated_Fee_Max_Break_point_#1_BPs;Negotiated_Fee_Max_Break_point_#2;Negotiated_Fee_Max_Break_point_#2_BPs;Negotiated_Fee_Max_Break_point_#3;Negotiated_Fee_Max_Break_point_#3_BPs;Negotiated_Fee_Max_Break_point_#4;Negotiated_Fee_Max_Break_point_#4_BPs;Negotiated_Fee_Max_Break_point_#5;Negotiated_Fee_Max_Break_point_#5_BPs;Negotiated_Fee_Max_Break_point_#6;Negotiated_Fee_Max_Break_point_#6_BPs;Published_Fee_Max_Break_point_#1;Published_Fee_Max_Break_point_#1_BPs;Published_Fee_Max_Break_point_#2;Published_Fee_Max_Break_point_#2_BPs;Published_Fee_Max_Break_point_#3;Published_Fee_Max_Break_point_#3_BPs;Published_Fee_Max_Break_point_#4;Published_Fee_Max_Break_point_#4_BPs;Published_Fee_Max_Break_point_#5;Published_Fee_Max_Break_point_#5_BPs;Published_Fee_Max_Break_point_#6;Published_Fee_Max_Break_point_#6_BPs;Minimum_required_asset_level_(in_Millions_USD);Performance_fee_included;Recent_investment_performance_1_Year;Recent_investment_performance_3_Year;Recent_investment_performance_5_Year;Seed/scale_discount_offered;Relationship/strategic_acct_discount_offered;Pricing_impacted_by_MFN;Custom_servicing_commitments;Custom_reporting;Additional_commentary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33377;Union;Other Investment Pool;United States;No;2018-11-09;No;Core Plus Full Discretion   ;Fixed Income;U.S. Core Plus Bonds;BBG BARC Aggregate;9;Collective Investment Trust;Yes;Segal Marco Advisors;No;9;45;;;;;;;;;;;10;45;20;35;120;25;121;20;;;;;5;No;1st Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33384;Union;Defined Benefit;United States;No;2018-11-14;No;World Credit Asset          ;Fixed Income;Multi-Asset Credit;50% BCG Agg Corp-H, 25% BCG HY-H, 15% JPM CEMBI,10% SPLL1;50;Collective Investment Trust;Yes;Segal Marco Advisors;No;50;40;;;;;;;;;;;50;50;;;;;;;;;;;5;No;3rd Quartile;2nd Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33386;Union;Defined Benefit;United States;No;2018-11-14;No;Strategic Alpha             ;Fixed Income;Absolute Return/Unconstrained Bonds;ICE BofAML US Dollar LIBOR 3-month Constant Maturity;8;Collective Investment Trust;Yes;NEPC;No;8;50;;;;;;;;;;;20;60;50;50;51;40;;;;;;;5;No;1st Quartile;2nd Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33391;Union;Defined Benefit;United States;No;2018-11-16;No;Core Plus Fixed Income      ;Fixed Income;U.S. Core Plus Bonds;BBG BARC Aggregate;10;Collective Investment Trust;Yes;Segal Marco Advisors;No;10;45;;;;;;;;;;;10;45;20;35;21;25;;;;;;;5;No;2nd Quartile;1st Quartile;2nd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33473;Union;Defined Benefit;United States;No;2018-12-06;No;SMID Growth                 ;Equity ;Small Cap Growth Equity;Russell 2500 - Growth;22;Separate Account;Yes;Asset Consulting Group (ACG);No;20;90;22;80;;;;;;;;;20;90;50;80;100;70;101;65;;;;;20;No;3rd Quartile;2nd Quartile;1st Quartile;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;412032013, 412033011;Corporation;Defined Benefit;United States;No;2019-01-01;Yes;LargeCap Value;Equity ;Large Cap Value Equity;Russell 1000 Value;62;Collective Investment Trust;Yes;NEPC;No;10;60;40;55;62;45;;;;;;;10;80;20;75;30;70;62;65;;;;;10;No;1st Quartile;1st Quartile;1st Quartile;No;Yes;No;No;Yes;multi-account;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4489;Endowment;Other Investment Pool;Canada;No;2019-01-01;Yes;SMidCap;Equity ;Small Cap Core Equity;Rusell 2500 value;35.2;Separate account;Yes;Aon Hewitt;No;25;75;35.2;65;;;;;;;;;25;85;50;80;75;75;100;70;125;65;126;60;10;No;1st Quartile;4th Quartile;3rd Quartile;No;Yes;No;No;Yes;multi-account;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4584;Endowment;Other Investment Pool;Canada;No;2019-01-01;Yes;SMidCap Plus;Equity ;Small Cap Core Equity;Rusell 2500 value;32.4;Separate account;Yes;Aon Hewitt;No;25;75;32.4;65;;;;;;;;;25;85;50;75;100;65;101;55;;;;;10;No;2nd Quartile;4th Quartile;3rd Quartile;No;Yes;No;No;Yes;multi-account;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4641;Endowment;Other Investment Pool;United States;No;2018-01-04;No;SmallCap Value;Equity ;Small Cap Value Equity;Russell 2000 Value;31.8;Separate Account;Yes;Other;No;25;100;31.8;95;;;;;;;;;25;100;50;95;100;90;101;85;;;;;10;No;2nd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4444;Foundation;Other Investment Pool;United States;No;2018-01-01;Yes;SMidCap;Equity ;Small Cap Core Equity;Rusell 2500 value;8;Separate account;Yes;Callan;No;8;75;;;;;;;;;;;25;85;50;80;75;75;100;70;125;65;126;60;10;No;1st Quartile;4th Quartile;3rd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;402012017;Foundation;Other Investment Pool;United States;No;2018-04-01;Yes;LargeCap Value;Equity ;Large Cap Value Equity;Russell 1000 Value;12;Collective Investment Trust;Yes;Other;No;10;60;12;55;;;;;;;;;10;80;20;75;30;70;31;65;;;;;;No;1st Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4559;Public;Defined Benefit;United States;No;2018-01-01;Yes;SMidCap;Equity ;Small Cap Core Equity;Rusell 2500 value;23.5;Separate account;Yes;RVK;No;23.5;75;;;;;;;;;;;25;85;50;80;75;75;100;70;125;65;126;60;10;No;1st Quartile;4th Quartile;3rd Quartile;No;Yes;No;No;No;multi-account;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4560;Public;Defined Benefit;United States;No;2018-01-01;Yes;SMidCap;Equity ;Small Cap Core Equity;Rusell 2500 value;69;Separate account;Yes;RVK;No;25;75;50;70;69;65;;;;;;;25;85;50;80;75;75;100;70;125;65;126;60;10;No;1st Quartile;4th Quartile;3rd Quartile;No;Yes;No;No;No;multi-account;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4648;Public;Defined Benefit;United States;No;2019-02-27;No;SmallCap Value;Equity ;Small Cap Value Equity;Russell 2000 Value;125.1;Separate Account;Yes;NEPC;No;50;70;125.1;45;;;;;;;;;25;100;50;95;100;90;125.1;85;;;;;10;No;2nd Quartile;1st Quartile;1st Quartile;No;Yes;No;No;Yes;multi-account;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4283;Sovereign Wealth Fund;Other Investment Pool;China;No;2019-02-01;Yes;Emerging Markets Plus;Equity ;Emerging Markets Equity;MSCI Emerging Markets ND;545.8;Separate Account;No;;No;545.8;30;;;;;;;;;;;25;95;100;90;300;80;600;70;601;65;;;25;Yes;1st Quartile;2nd Quartile;2nd Quartile;Yes;No;No;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4290;Sub-Advisory;Other Investment Pool;United States;No;2019-02-26;Yes;Emerging Markets SMidCap;Equity ;Emerging Markets Equity;MSCI EM SMid ND;60.96;Separate Account;Yes;;Yes;60.96;40;;;;;;;;;;;25;125;75;115;175;100;176;90;;;;;25;No;2nd Quartile;3rd Quartile;3rd Quartile;Yes;Yes;No;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4291;Sub-Advisory;Other Investment Pool;United States;No;2019-02-26;Yes;Emerging Markets SMidCap;Equity ;Emerging Markets Equity;MSCI EM SMid ND;124.1;Separate Account;Yes;;Yes;124.1;40;;;;;;;;;;;25;125;75;115;175;100;176;90;;;;;25;No;2nd Quartile;3rd Quartile;3rd Quartile;Yes;Yes;No;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4292;Sub-Advisory;Other Investment Pool;United States;No;2019-02-26;Yes;Emerging Markets SMidCap;Equity ;Emerging Markets Equity;MSCI EM SMid ND;110.5;Separate Account;Yes;;Yes;110.5;40;;;;;;;;;;;25;125;75;115;175;100;176;90;;;;;25;No;2nd Quartile;3rd Quartile;3rd Quartile;Yes;Yes;No;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4295;Sub-Advisory;Other Investment Pool;United States;No;2019-02-26;Yes;Emerging Markets Plus;Equity ;Emerging Markets Equity;MSCI Emerging Markets ND;141.2;Separate Account;Yes;;Yes;141.2;40;;;;;;;;;;;25;95;100;90;300;80;600;70;601;65;;;25;No;1st Quartile;2nd Quartile;2nd Quartile;Yes;Yes;No;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4643;Sub-Advisory;Other Investment Pool;United States;No;2018-11-22;No;SmallCap Value;Equity ;Small Cap Value Equity;Russell 2000 Value;9.5;Separate Account;No;;Yes;9.5;50;;;;;;;;;;;25;100;50;95;100;90;101;85;;;;;10;No;2nd Quartile;1st Quartile;1st Quartile;Yes;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;5169;Westwood;4627;Union;Defined Benefit;United States;No;2019-01-01;Yes;Income Opportunity;Multi-Asset;Multi-Asset (Diversified Markets);Custum Benchmark;18.8;Separate Account;Yes;Other;No;18.8;70;;;;;;;;;;;25;80;50;65;100;55;101;50;;;;;25;No;2nd Quartile;3rd Quartile;3rd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;0011N0000195NoK;Central Bank;Other Investment Pool;Japan;No;2018-05-31;No;Senior Bank Loan;Fixed Income;Bank Loans;ICE/RIMES 1 Month Yen LIBOR Index;710;Separate Account;No;;No;710;22;;;;;;;;;;;100;45;250;38;500;35;710;30;;;;;200;No;3rd Quartile;3rd Quartile;3rd Quartile;No;No;No;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;0011N0000195NoK;Central Bank;Other Investment Pool;Japan;No;2018-05-31;No;Senior Bank Loan;Fixed Income;Bank Loans;ICE/RIMES 1 Month Yen LIBOR Index;710;Separate Account;No;;No;710;12;;;;;;;;;;;100;45;250;38;500;35;710;30;;;;;200;No;;;;No;No;No;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2005;Loomis;33202;Corporation;Defined Contribution;United States;Yes;2018-09-10;No;Large Cap Growth;Equity ;Large Cap Growth Equity;Russell 1000 - Growth;240;Collective Investment Trust;Yes;Aon Hewitt;No;240;38;;;;;;;;;;;10;65;20;50;100;45;2000;40;;;;;5;No;3rd Quartile;1st Quartile;1st Quartile;Yes;Yes;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;0011N00001A5QAT;Corporation;Other Investment Pool;Canada;Yes;2017-07-01;No;Securitized Credit;Fixed Income;Mortgaged & Securitized;Bloomberg Barclays U.S. T-Bill 1-3 Month Index;130;Separate Account;Yes;Russell Investments;No;100;30;130;28.000000000000004;;;;;;;;;150;45;300;40;301;35;;;;;;;50;No;1st Quartile;1st Quartile;1st Quartile;No;No;No;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;0011N00001A5QAT;Corporation;Other Investment Pool;Canada;Yes;2018-02-09;No;Securitized Credit;Fixed Income;Mortgaged & Securitized;ICE BofAML USD 3M Deposit Offered Rate Constant Maturity Idx;113;Separate Account;Yes;Russell Investments;No;100;30;113;28.000000000000004;;;;;;;;;150;45;300;40;301;35;;;;;;;50;No;1st Quartile;1st Quartile;1st Quartile;No;No;No;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;0011N00001A5QAT;Corporation;Other Investment Pool;Canada;Yes;2017-07-01;No;Securitized Credit;Fixed Income;Mortgaged & Securitized;ICE BofAML USD 3M Deposit Offered Rate Constant Maturity Idx;76;Separate Account;Yes;Russell Investments;No;76;30;;;;;;;;;;;150;45;300;40;301;35;;;;;;;50;No;1st Quartile;1st Quartile;1st Quartile;No;No;No;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;0011N00001BfsXF;Corporation;Defined Benefit;United States;No;2018-01-03;No;;Fixed Income;Mortgaged & Securitized;ICE BofAML USD 3M Deposit Offered Rate Constant Maturity Idx;4.9;Separate Account;Yes;Pavilion;No;4.9;150;;;;;;;;;;;;;;;;;;;;;;;;No;;;;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;0011N00001BfsXF;Corporation;Defined Benefit;United States;No;2018-01-03;No;;Fixed Income;Mortgaged & Securitized;ICE BofAML USD 3M Deposit Offered Rate Constant Maturity Idx;1.4;Separate Account;Yes;Pavilion;No;1.4;150;;;;;;;;;;;;;;;;;;;;;;;;No;;;;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTcuy;Public;Defined Contribution;United States;Yes;2018-06-12;No;Short Duration;Fixed Income;Short Duration Bonds;Bloomberg Barclays U.S. Government/Credit 1-3 Year Index;800;Separate Account;Yes;RVK;No;125;15;250;13;500;11;2000;10;;;;;100;22;250;18;2000;14;;;;;;;50;No;2nd Quartile;1st Quartile;1st Quartile;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTc1w;Corporation;Defined Contribution;United States;Yes;2018-02-09;No;Senior Bank Loan;Fixed Income;Bank Loans;S&P/LSTA Leveraged Loan Index;70.8;Collective Investment Trust;Yes;Aon Hewitt;No;100;30;2000;28;;;;;;;;;100;45;250;38;500;35;2000;30;;;;;5;No;3rd Quartile;3rd Quartile;3rd Quartile;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTcUD;Endowment;Defined Contribution;United States;No;2018-06-25;No;Senior Bank Loan;Fixed Income;Bank Loans;S&P/LSTA Leveraged Loan Index;5.67;Collective Investment Trust;Yes;Rocaton Investment Advisors;No;100;45;250;38;500;35;2000;30;;;;;100;45;250;38;500;35;2000;30;;;;;5;No;3rd Quartile;3rd Quartile;3rd Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTc82;Corporation;Defined Benefit;United States;No;2018-01-01;No;Short Duration;Fixed Income;Short Duration Bonds;Bloomberg Barclays U.S. Corporate 1-7 Year Index;135;Separate Account;Yes;Mercer;No;75;17;135;13;;;;;;;;;100;22;250;18;251;14;;;;;;;50;No;2nd Quartile;1st Quartile;1st Quartile;No;No;Yes;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTc9t;Corporation;Other Investment Pool;United States;No;2017-01-15;No;;Alternatives;Private Debt;;66.7;Separate Account;No;;No;66.7;20;;;;;;;;;;;150;24;151;22;;;;;;;;;;No;4th Quartile;2nd Quartile;3rd Quartile;No;No;No;Yes;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTcf8;Corporation;Other Investment Pool;United States;Yes;2017-09-01;No;Commercial Mortgage Loans - Value-Add;Fixed Income;Mortgaged & Securitized;;250;Separate Account;No;;No;250;50;;;;;;;;;;;250;75;;;;;;;;;;;50;No;;;;No;No;No;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTcJK;Corporation;Other Investment Pool;United States;No;2017-06-10;No;Commercial Mortgage Loans - Value-Core;Fixed Income;Mortgaged & Securitized;;72;Separate Account;No;;No;72;28;;;;;;;;;;;72;28;;;;;;;;;;;50;No;;;;No;No;No;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTcoa;Corporation;Other Investment Pool;United States;Yes;2018-06-19;No;;Alternatives;Private Debt;Bloomberg Barclays U.S. Corporate Index;3;Separate Account;No;;No;3;20;;;;;;;;;;;150;24;151;22;;;;;;;;;;No;;;;No;No;No;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTcYB;Corporation;Other Investment Pool;United States;No;2018-10-01;No;;Equity;Low Volatility Equity;Russell 1000 Index;100;Separate Account;No;;No;100;20;;;;;;;;;;;;;;;;;;;;;;;;No;3rd Quartile;;;No;No;No;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTcZe;Corporation;Defined Benefit;United States;No;2018-02-07;No;Securitized Credit;Fixed Income;Mortgaged & Securitized;Bloomberg Barclays US Aggregate Securitized - MBS ABS CMBS;2.1;Collective Investment Trust;Yes;Pavilion;No;2.1;45;;;;;;;;;;;25;45;75;40;76;35;;;;;;;5;No;1st Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTdA3;Corporation;Defined Benefit;Canada;No;2017-07-15;No;Mortgage Investment Fund;Fixed Income;Mortgaged & Securitized;ICE BofAML USD 3M Deposit Offered Rate Constant Maturity Idx;150;Separate Account;Yes;Pavilion;No;150;150;;;;;;;;;;;;;;;;;;;;;;;;No;;;;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTdiN;Corporation;Other Investment Pool;United States;No;2017-06-23;No;Private Credit Investment Grade;Alternatives;Private Debt;;340;Separate Account;No;;No;340;14.399999999999999;;;;;;;;;;;150;24;340;22;;;;;;;;;100;No;3rd Quartile;3rd Quartile;3rd Quartile;No;No;No;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;1799;JPMAM;99HHHH;Corporation;Defined Contribution;United States;Yes;2018-09-26;No;;Equity ;EAFE/International Growth Equity;;45;Separate Account;No;;No;50;75;150;65;2000;60;;;;;;;2000;15;;;;;;;;;;;50;No;;;;No;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTdwt;Corporation;Other Investment Pool;United States;No;2016-09-30;No;Commercial Mortgage Loans - Value-Add;Fixed Income;Mortgaged & Securitized;;100;Separate Account;Yes;RVK;No;100;70;;;;;;;;;;;100;75;;;;;;;;;;;50;No;;;;No;No;No;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTdxs;Corporation;Other Investment Pool;United States;No;2018-09-27;No;Securitized Credit;Fixed Income;Mortgaged & Securitized;ICE BofAML US ABS & CMBS Index;150;Separate Account;Yes;Rocaton Investment Advisors;No;150;30;;;;;;;;;;;150;45;300;40;301;35;;;;;;;50;No;1st Quartile;1st Quartile;1st Quartile;No;No;No;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTe03;Corporation;Other Investment Pool;United States;No;2018-04-17;No;;Fixed Income;Mortgaged & Securitized;;50;Separate Account;No;;No;50;50;;;;;;;;;;;;;;;;;;;;;;;;No;;;;No;No;No;Yes;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;6264;Voya;001o000000cTc5C;Corporation;Defined Contribution;United States;Yes;2018-11-20;No;Unconstrained Fixed Income;Fixed Income;Absolute Return/Unconstrained Bonds;ICE BofAML U.S. Dollar 3-Month Deposit Offered Rate Constant Maturity Index;30;Mutual Fund-non-UCIT;No;;No;30;40;;;;;;;;;;;;;;;;;;;;;;;;No;2nd Quartile;1st Quartile;1st Quartile;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
